,epsilon,p,length,size
2121,8.6,0.7,3.89,0.9994
2120,8.6,0.725,3.68,0.9995500000000002
2119,8.6,0.75,3.71,0.99965
2118,8.6,0.775,3.64,0.9995500000000002
2117,8.6,0.8,3.48,0.99965
2116,8.6,0.825,3.55,0.98965
2115,8.6,0.85,3.48,0.99965
2114,8.6,0.875,3.4,0.9997499999999999
2113,8.6,0.9,3.34,0.9999000000000001
2112,8.6,0.925,3.19,0.9995999999999999
2111,8.6,0.95,3.1,0.9997
2110,8.6,0.975,3.22,0.9997500000000001
2109,8.6,1.0,3.08,0.99965
2108,8.8,0.0,1.0,0.004999999999999999
2107,8.8,0.005,1.03,0.005149999999999999
2106,8.8,0.01,1.09,0.0055000000000000005
2105,8.8,0.015,1.13,0.00575
2104,8.8,0.02,1.22,0.006200000000000001
2103,8.8,0.025,1.8,0.016849999999999997
2102,8.8,0.03,1.58,0.015999999999999997
2101,8.8,0.035,2.9,0.055349999999999976
2100,8.8,0.04,4.41,0.11145000000000001
2099,8.8,0.045,5.75,0.16215
2098,8.8,0.05,4.24,0.12269999999999998
2097,8.8,0.055,6.78,0.24014999999999995
2096,8.8,0.06,4.45,0.14494999999999997
2095,8.8,0.065,4.28,0.16119999999999993
2094,8.8,0.07,7.6,0.338
2093,8.8,0.075,6.13,0.2710999999999999
2092,8.8,0.08,6.52,0.31779999999999997
2091,8.8,0.085,7.12,0.35974999999999996
2090,8.8,0.09,7.34,0.38989999999999997
2089,8.8,0.095,8.48,0.4685
2088,8.8,0.1,7.58,0.42945
2087,8.8,0.125,7.6,0.52935
2086,8.8,0.15,7.38,0.5884
2085,8.8,0.175,7.0,0.6295499999999999
2084,8.8,0.2,7.65,0.7972999999999998
2083,8.8,0.225,8.05,0.9175999999999999
2082,8.8,0.25,7.16,0.8687999999999999
2081,8.8,0.275,6.7,0.8785
2080,8.8,0.3,6.57,0.9183499999999999
2079,8.8,0.325,6.41,0.9686
2078,8.8,0.35,5.78,0.89925
2077,8.8,0.375,5.76,0.9683000000000002
2076,8.8,0.4,5.63,0.9793999999999999
2075,8.8,0.425,5.21,0.94935
2074,8.8,0.45,5.25,0.9992
2073,8.8,0.475,4.9,0.9893500000000001
2072,8.8,0.5,4.68,0.97895
2071,8.8,0.525,4.58,0.9887999999999999
2070,8.8,0.55,4.53,0.9997
2069,8.8,0.575,4.37,0.9792500000000001
2068,8.8,0.6,4.23,0.97935
2067,8.8,0.625,4.07,0.9696000000000001
2066,8.8,0.65,3.88,0.97955
2065,8.8,0.675,3.95,0.9997499999999999
2064,8.8,0.7,3.79,0.99965
2063,8.8,0.725,3.72,0.9995500000000002
2062,8.8,0.75,3.59,0.98965
2061,8.8,0.775,3.51,0.9996
2060,8.8,0.8,3.49,0.9995499999999999
2059,8.8,0.825,3.47,0.9997499999999999
2058,8.8,0.85,3.33,0.9997500000000001
2057,8.8,0.875,3.35,0.99965
2056,8.8,0.9,3.3,0.9997
2055,8.8,0.925,3.26,0.99945
2054,8.8,0.95,3.29,0.99965
2053,8.8,0.975,3.15,0.9996
2052,8.8,1.0,3.11,0.9998500000000001
2051,9.0,0.0,1.0,0.004999999999999999
2050,9.0,0.005,1.07,0.005350000000000001
2049,9.0,0.01,1.11,0.005750000000000001
2048,9.0,0.015,1.12,0.005600000000000001
2047,9.0,0.02,1.23,0.006400000000000001
2046,9.0,0.025,1.26,0.0068
2045,9.0,0.03,2.79,0.044249999999999984
2044,9.0,0.035,2.71,0.05394999999999998
2043,9.0,0.04,4.56,0.11414999999999997
2042,9.0,0.045,3.19,0.07629999999999998
2041,9.0,0.05,2.94,0.06604999999999998
2040,9.0,0.055,4.96,0.1630999999999999
2039,9.0,0.06,6.24,0.23214999999999997
2038,9.0,0.065,4.83,0.1832
2037,9.0,0.07,6.47,0.27074999999999994
2036,9.0,0.075,6.16,0.27964999999999995
2035,9.0,0.08,6.17,0.2903
2034,9.0,0.085,7.47,0.37944999999999995
2033,9.0,0.09,8.19,0.44689999999999996
2032,9.0,0.095,8.12,0.4681
2031,9.0,0.1,7.64,0.4202999999999999
2030,9.0,0.125,7.54,0.5289
2029,9.0,0.15,7.18,0.5799
2028,9.0,0.175,8.6,0.8164999999999999
2027,9.0,0.2,7.95,0.8073999999999998
2026,9.0,0.225,7.23,0.81855
2025,9.0,0.25,6.8,0.8384
2024,9.0,0.275,6.28,0.8488
2023,9.0,0.3,6.41,0.92815
2022,9.0,0.325,6.27,0.9190999999999999
2021,9.0,0.35,5.78,0.9183
2020,9.0,0.375,5.67,0.9489000000000002
2019,9.0,0.4,5.43,0.94865
2018,9.0,0.425,5.33,0.9594
2017,9.0,0.45,5.13,0.9789
2016,9.0,0.475,4.83,0.9392999999999999
2015,9.0,0.5,4.78,0.9893500000000001
2014,9.0,0.525,4.6,0.9794499999999999
2013,9.0,0.55,4.45,0.9891500000000001
2012,9.0,0.575,4.42,0.9895000000000002
2011,9.0,0.6,4.24,0.9895499999999999
2010,9.0,0.625,4.25,0.9994000000000001
2009,9.0,0.65,4.04,0.9993000000000001
2008,9.0,0.675,4.0,0.9894499999999999
2007,9.0,0.7,3.91,0.9995499999999999
2006,9.0,0.725,3.89,0.9994500000000001
2005,9.0,0.75,3.61,0.99965
2004,9.0,0.775,3.61,0.9997
2003,9.0,0.8,3.47,0.9998500000000001
2002,9.0,0.825,3.32,0.9994500000000001
2001,9.0,0.85,3.41,0.9994999999999998
2000,9.0,0.875,3.33,0.98965
1999,9.0,0.9,3.34,0.9995500000000002
1998,9.0,0.925,3.13,0.9895000000000002
1997,9.0,0.95,3.24,0.9998
1996,9.0,0.975,3.1,0.9998
1995,9.0,1.0,3.12,0.9996
1994,9.2,0.0,1.0,0.004999999999999999
1993,9.2,0.005,1.01,0.005099999999999999
1992,9.2,0.01,1.1,0.0055000000000000005
1991,9.2,0.015,1.07,0.005349999999999999
1990,9.2,0.02,1.33,0.007300000000000001
1989,9.2,0.025,1.68,0.01664999999999999
1988,9.2,0.03,2.23,0.0344
1987,9.2,0.035,2.36,0.037149999999999996
1986,9.2,0.04,3.28,0.07454999999999998
1985,9.2,0.045,2.49,0.05424999999999999
1984,9.2,0.05,4.34,0.139
1983,9.2,0.055,6.71,0.24009999999999998
1982,9.2,0.06,4.71,0.16254999999999994
1981,9.2,0.065,5.79,0.23089999999999997
1980,9.2,0.07,7.28,0.31104999999999994
1979,9.2,0.075,4.5,0.19254999999999994
1978,9.2,0.08,7.12,0.33964999999999995
1977,9.2,0.085,7.42,0.36979999999999996
1976,9.2,0.09,8.49,0.45840000000000003
1975,9.2,0.095,8.36,0.4683
1974,9.2,0.1,6.6,0.37835
1973,9.2,0.125,8.06,0.5680499999999999
1972,9.2,0.15,7.39,0.609
1971,9.2,0.175,8.03,0.7281
1970,9.2,0.2,7.64,0.78755
1969,9.2,0.225,7.67,0.8484
1968,9.2,0.25,6.77,0.8184999999999999
1967,9.2,0.275,7.2,0.9481499999999999
1966,9.2,0.3,6.29,0.8888499999999999
1965,9.2,0.325,6.4,0.93885
1964,9.2,0.35,5.91,0.90905
1963,9.2,0.375,5.51,0.9591
1962,9.2,0.4,5.46,0.95905
1961,9.2,0.425,5.37,0.9893000000000001
1960,9.2,0.45,5.18,0.9693999999999999
1959,9.2,0.475,5.04,0.98905
1958,9.2,0.5,4.77,0.97935
1957,9.2,0.525,4.7,0.9994
1956,9.2,0.55,4.4,0.9695499999999998
1955,9.2,0.575,4.46,0.9895999999999999
1954,9.2,0.6,4.27,0.9895
1953,9.2,0.625,4.04,0.97965
1952,9.2,0.65,4.05,0.9995
1951,9.2,0.675,3.89,0.9896
1950,9.2,0.7,3.84,0.99965
1949,9.2,0.725,3.67,0.99965
1948,9.2,0.75,3.69,0.9993000000000001
1947,9.2,0.775,3.62,0.9995
1946,9.2,0.8,3.6,0.99965
1945,9.2,0.825,3.5,0.9997
1944,9.2,0.85,3.41,0.9897
1943,9.2,0.875,3.42,0.9997499999999999
1942,9.2,0.9,3.22,0.9994500000000001
1941,9.2,0.925,3.34,0.9997999999999999
1940,9.2,0.95,3.19,0.9997500000000001
1939,9.2,0.975,3.17,0.9999000000000001
1938,9.2,1.0,3.08,0.9994999999999998
1937,9.4,0.0,1.0,0.004999999999999999
1936,9.4,0.005,1.02,0.005099999999999999
1935,9.4,0.01,1.08,0.00555
1934,9.4,0.015,1.16,0.00595
1933,9.4,0.02,1.3,0.0070999999999999995
1932,9.4,0.025,1.62,0.015399999999999992
1931,9.4,0.03,1.99,0.025649999999999996
1930,9.4,0.035,2.41,0.03694999999999998
1929,9.4,0.04,2.15,0.035349999999999986
1928,9.4,0.045,4.12,0.10510000000000001
1927,9.4,0.05,4.45,0.12474999999999997
1926,9.4,0.055,5.78,0.19174999999999995
1925,9.4,0.06,5.37,0.19144999999999993
1924,9.4,0.065,4.96,0.19199999999999992
1923,9.4,0.07,5.21,0.22044999999999995
1922,9.4,0.075,7.75,0.3592
1921,9.4,0.08,7.77,0.37975000000000003
1920,9.4,0.085,7.1,0.34869999999999995
1919,9.4,0.09,6.48,0.33965
1918,9.4,0.095,7.17,0.38890000000000013
1917,9.4,0.1,6.99,0.3990999999999999
1916,9.4,0.125,7.19,0.4901500000000001
1915,9.4,0.15,8.04,0.6577000000000001
1914,9.4,0.175,8.46,0.7878499999999999
1913,9.4,0.2,7.22,0.71955
1912,9.4,0.225,7.44,0.82835
1911,9.4,0.25,6.85,0.8390000000000001
1910,9.4,0.275,6.66,0.8587499999999999
1909,9.4,0.3,6.39,0.90845
1908,9.4,0.325,6.19,0.9482999999999998
1907,9.4,0.35,5.95,0.9492
1906,9.4,0.375,5.74,0.9492000000000002
1905,9.4,0.4,5.4,0.93915
1904,9.4,0.425,5.37,0.9889000000000001
1903,9.4,0.45,5.15,0.9987
1902,9.4,0.475,4.98,0.9690000000000001
1901,9.4,0.5,4.86,0.9796
1900,9.4,0.525,4.45,0.9695500000000001
1899,9.4,0.55,4.62,0.97965
1898,9.4,0.575,4.34,0.9893000000000001
1897,9.4,0.6,4.24,0.9993500000000001
1896,9.4,0.625,4.23,0.98965
1895,9.4,0.65,4.03,0.9997
1894,9.4,0.675,3.89,0.9997
1893,9.4,0.7,3.78,0.9995
1892,9.4,0.725,3.72,0.9997
1891,9.4,0.75,3.62,0.99965
1890,9.4,0.775,3.78,0.99945
1889,9.4,0.8,3.55,0.9997
1888,9.4,0.825,3.48,0.9997499999999999
1887,9.4,0.85,3.38,0.9897999999999999
1886,9.4,0.875,3.29,0.9996
1885,9.4,0.9,3.23,0.9995499999999999
1884,9.4,0.925,3.21,0.9997499999999999
1883,9.4,0.95,3.22,0.9997
1882,9.4,0.975,3.2,0.9997499999999999
1881,9.4,1.0,3.14,0.9998
1880,9.6,0.0,1.0,0.004999999999999999
1879,9.6,0.005,1.03,0.005199999999999999
1878,9.6,0.01,1.12,0.0056500000000000005
1877,9.6,0.015,1.16,0.005850000000000001
1876,9.6,0.02,1.17,0.005900000000000001
1875,9.6,0.025,1.73,0.010149999999999998
1874,9.6,0.03,1.96,0.026099999999999995
1873,9.6,0.035,2.07,0.027299999999999987
1872,9.6,0.04,3.11,0.06524999999999999
1871,9.6,0.045,2.52,0.05554999999999998
1870,9.6,0.05,4.24,0.13085
1869,9.6,0.055,5.56,0.19214999999999993
1868,9.6,0.06,4.55,0.15364999999999998
1867,9.6,0.065,6.4,0.25079999999999997
1866,9.6,0.07,7.24,0.30959999999999993
1865,9.6,0.075,5.72,0.2595
1864,9.6,0.08,7.58,0.35979999999999995
1863,9.6,0.085,7.64,0.37859999999999994
1862,9.6,0.09,6.76,0.35980000000000006
1861,9.6,0.095,7.73,0.4385
1860,9.6,0.1,7.63,0.42995
1859,9.6,0.125,7.94,0.5582499999999999
1858,9.6,0.15,8.24,0.65755
1857,9.6,0.175,8.34,0.78755
1856,9.6,0.2,7.58,0.7781
1855,9.6,0.225,7.65,0.8482000000000001
1854,9.6,0.25,6.77,0.81825
1853,9.6,0.275,6.89,0.8985
1852,9.6,0.3,6.28,0.8881999999999999
1851,9.6,0.325,6.17,0.8992
1850,9.6,0.35,5.98,0.9387000000000001
1849,9.6,0.375,6.03,0.98885
1848,9.6,0.4,5.69,0.9892500000000001
1847,9.6,0.425,4.96,0.92935
1846,9.6,0.45,5.07,0.9692000000000001
1845,9.6,0.475,5.19,0.99945
1844,9.6,0.5,4.79,0.98945
1843,9.6,0.525,4.59,0.97915
1842,9.6,0.55,4.57,0.97965
1841,9.6,0.575,4.44,0.9992000000000002
1840,9.6,0.6,4.34,0.9897499999999999
1839,9.6,0.625,4.11,0.9797
1838,9.6,0.65,4.03,0.9995999999999999
1837,9.6,0.675,4.0,0.9996
1836,9.6,0.7,3.77,0.9898
1835,9.6,0.725,3.77,0.9897499999999999
1834,9.6,0.75,3.73,0.99945
1833,9.6,0.775,3.52,0.9997
1832,9.6,0.8,3.55,0.9992500000000001
1831,9.6,0.825,3.51,0.9998500000000001
1830,9.6,0.85,3.41,0.9997999999999999
1829,9.6,0.875,3.4,0.9997
1828,9.6,0.9,3.23,0.99965
1827,9.6,0.925,3.28,0.9998
1826,9.6,0.95,3.26,0.9997499999999999
1825,9.6,0.975,3.15,0.99965
1824,9.6,1.0,3.06,0.9996
1823,9.8,0.0,1.0,0.004999999999999999
1822,9.8,0.005,1.03,0.005149999999999999
1821,9.8,0.01,1.09,0.0055000000000000005
1820,9.8,0.015,1.16,0.0059
1819,9.8,0.02,1.11,0.005549999999999999
1818,9.8,0.025,1.54,0.014899999999999995
1817,9.8,0.03,1.68,0.016599999999999993
1816,9.8,0.035,3.62,0.07509999999999999
1815,9.8,0.04,3.89,0.0937
1814,9.8,0.045,3.85,0.10385
1813,9.8,0.05,5.87,0.19065
1812,9.8,0.055,4.9,0.16319999999999996
1811,9.8,0.06,5.46,0.19244999999999993
1810,9.8,0.065,6.69,0.2708
1809,9.8,0.07,6.43,0.2695499999999999
1808,9.8,0.075,5.79,0.2422499999999999
1807,9.8,0.08,7.61,0.3599499999999999
1806,9.8,0.085,6.76,0.32075000000000004
1805,9.8,0.09,6.82,0.35159999999999997
1804,9.8,0.095,7.9,0.43915
1803,9.8,0.1,8.24,0.46835
1802,9.8,0.125,8.56,0.5891500000000001
1801,9.8,0.15,6.13,0.4891000000000001
1800,9.8,0.175,8.37,0.75835
1799,9.8,0.2,7.39,0.7586000000000002
1798,9.8,0.225,7.18,0.8086500000000001
1797,9.8,0.25,6.68,0.8088000000000002
1796,9.8,0.275,6.41,0.839
1795,9.8,0.3,6.16,0.8592000000000002
1794,9.8,0.325,6.18,0.9186500000000001
1793,9.8,0.35,6.21,0.97855
1792,9.8,0.375,5.68,0.93895
1791,9.8,0.4,5.44,0.9489
1790,9.8,0.425,5.29,0.96875
1789,9.8,0.45,5.04,0.9791500000000001
1788,9.8,0.475,4.95,0.9891
1787,9.8,0.5,4.67,0.9690000000000001
1786,9.8,0.525,4.54,0.9594499999999999
1785,9.8,0.55,4.58,0.9893000000000001
1784,9.8,0.575,4.43,0.97965
1783,9.8,0.6,4.16,0.9894000000000002
1782,9.8,0.625,4.04,0.9895999999999999
1781,9.8,0.65,3.98,0.9896
1780,9.8,0.675,3.86,0.9895999999999999
1779,9.8,0.7,3.88,0.9897499999999999
1778,9.8,0.725,3.79,0.99965
1777,9.8,0.75,3.81,0.9896
1776,9.8,0.775,3.56,0.99985
1775,9.8,0.8,3.56,0.99995
1774,9.8,0.825,3.56,0.9997499999999999
1773,9.8,0.85,3.31,0.9998
1772,9.8,0.875,3.41,0.9998500000000001
1771,9.8,0.9,3.38,0.9997499999999999
1770,9.8,0.925,3.25,0.9897
1769,9.8,0.95,3.22,0.9994500000000001
1768,9.8,0.975,3.05,0.99965
1767,9.8,1.0,3.15,0.9997499999999999
1766,10.0,0.0,1.0,0.004999999999999999
1765,10.0,0.005,1.05,0.0052499999999999995
1764,10.0,0.01,1.08,0.005399999999999999
1763,10.0,0.015,1.18,0.006
1762,10.0,0.02,1.18,0.006150000000000001
1761,10.0,0.025,1.21,0.006149999999999999
1760,10.0,0.03,2.04,0.02614999999999999
1759,10.0,0.035,1.62,0.016249999999999997
1758,10.0,0.04,2.5,0.046449999999999984
1757,10.0,0.045,4.26,0.12134999999999999
1756,10.0,0.05,5.58,0.1727999999999999
1755,10.0,0.055,4.34,0.143
1754,10.0,0.06,5.15,0.18174999999999994
1753,10.0,0.065,4.96,0.19184999999999997
1752,10.0,0.07,5.46,0.22209999999999994
1751,10.0,0.075,6.96,0.33775
1750,10.0,0.08,7.33,0.36889999999999995
1749,10.0,0.085,6.47,0.32055
1748,10.0,0.09,8.21,0.4296000000000001
1747,10.0,0.095,8.74,0.4892
1746,10.0,0.1,7.9,0.46775
1745,10.0,0.125,7.68,0.5393000000000001
1744,10.0,0.15,7.22,0.57855
1743,10.0,0.175,7.69,0.6982499999999999
1742,10.0,0.2,7.8,0.7888999999999998
1741,10.0,0.225,7.35,0.8184999999999999
1740,10.0,0.25,7.17,0.8685
1739,10.0,0.275,6.95,0.9084000000000002
1738,10.0,0.3,6.57,0.938
1737,10.0,0.325,6.32,0.9590000000000001
1736,10.0,0.35,5.87,0.9087999999999999
1735,10.0,0.375,5.71,0.94895
1734,10.0,0.4,5.59,0.96915
1733,10.0,0.425,5.4,0.9590000000000001
1732,10.0,0.45,5.19,0.9891
1731,10.0,0.475,4.77,0.96905
1730,10.0,0.5,4.81,0.9894499999999999
1729,10.0,0.525,4.69,0.9892
1728,10.0,0.55,4.51,0.9791
1727,10.0,0.575,4.42,0.9893500000000001
1726,10.0,0.6,4.19,0.9894
1725,10.0,0.625,4.15,0.9897999999999999
1724,10.0,0.65,3.99,0.9994
1723,10.0,0.675,3.81,0.9797499999999999
1722,10.0,0.7,3.79,0.97955
1721,10.0,0.725,3.89,0.99945
1720,10.0,0.75,3.72,0.9897
1719,10.0,0.775,3.65,0.9993
1718,10.0,0.8,3.55,0.9995499999999999
1717,10.0,0.825,3.47,0.99965
1716,10.0,0.85,3.43,0.99965
1715,10.0,0.875,3.39,0.9997999999999999
1714,10.0,0.9,3.36,0.9997500000000001
1713,10.0,0.925,3.19,0.9996
1712,10.0,0.95,3.22,0.9996
1711,10.0,0.975,3.19,0.9997
1710,10.0,1.0,3.1,0.9997499999999999
1709,10.2,0.0,1.0,0.004999999999999999
1708,10.2,0.005,1.04,0.005199999999999999
1707,10.2,0.01,1.09,0.00545
1706,10.2,0.015,1.21,0.00615
1705,10.2,0.02,1.23,0.006200000000000001
1704,10.2,0.025,1.33,0.0069500000000000004
1703,10.2,0.03,3.08,0.054150000000000004
1702,10.2,0.035,2.66,0.04574999999999998
1701,10.2,0.04,4.45,0.1042
1700,10.2,0.045,3.91,0.10454999999999998
1699,10.2,0.05,3.61,0.1119
1698,10.2,0.055,5.81,0.21039999999999995
1697,10.2,0.06,6.27,0.23129999999999995
1696,10.2,0.065,4.25,0.15264999999999998
1695,10.2,0.07,7.15,0.3002
1694,10.2,0.075,6.14,0.27029999999999993
1693,10.2,0.08,6.63,0.31009999999999993
1692,10.2,0.085,8.58,0.4470499999999999
1691,10.2,0.09,6.95,0.3691000000000001
1690,10.2,0.095,6.76,0.38005
1689,10.2,0.1,9.29,0.5483
1688,10.2,0.125,8.16,0.5785
1687,10.2,0.15,6.88,0.5398
1686,10.2,0.175,7.3,0.6883499999999998
1685,10.2,0.2,7.68,0.79765
1684,10.2,0.225,7.39,0.8283
1683,10.2,0.25,6.85,0.8284999999999999
1682,10.2,0.275,6.76,0.87905
1681,10.2,0.3,6.64,0.929
1680,10.2,0.325,6.24,0.9384999999999999
1679,10.2,0.35,5.84,0.93905
1678,10.2,0.375,5.7,0.94875
1677,10.2,0.4,5.55,0.9689500000000001
1676,10.2,0.425,5.38,0.97925
1675,10.2,0.45,5.2,0.98895
1674,10.2,0.475,5.04,0.9789
1673,10.2,0.5,4.69,0.9795499999999998
1672,10.2,0.525,4.62,0.9697999999999999
1671,10.2,0.55,4.47,0.9896
1670,10.2,0.575,4.39,0.9894
1669,10.2,0.6,4.29,0.9897
1668,10.2,0.625,4.15,0.9996
1667,10.2,0.65,4.1,0.9896
1666,10.2,0.675,3.96,0.9997
1665,10.2,0.7,3.92,0.9996
1664,10.2,0.725,3.62,0.9991499999999999
1663,10.2,0.75,3.78,0.99965
1662,10.2,0.775,3.66,0.9997499999999999
1661,10.2,0.8,3.53,0.9997999999999999
1660,10.2,0.825,3.59,0.9995499999999999
1659,10.2,0.85,3.34,0.99985
1658,10.2,0.875,3.46,0.9995500000000002
1657,10.2,0.9,3.26,0.9998
1656,10.2,0.925,3.27,0.9997
1655,10.2,0.95,3.16,0.9997
1654,10.2,0.975,3.15,0.9995500000000002
1653,10.2,1.0,3.09,0.99965
1652,10.4,0.0,1.0,0.004999999999999999
1651,10.4,0.005,1.05,0.00525
1650,10.4,0.01,1.12,0.0057
1649,10.4,0.015,1.1,0.0055000000000000005
1648,10.4,0.02,1.17,0.006000000000000001
1647,10.4,0.025,1.6,0.015899999999999997
1646,10.4,0.03,1.33,0.0070999999999999995
1645,10.4,0.035,2.0,0.026649999999999993
1644,10.4,0.04,5.67,0.1598
1643,10.4,0.045,4.42,0.13054999999999997
1642,10.4,0.05,3.4,0.09409999999999999
1641,10.4,0.055,4.54,0.15154999999999996
1640,10.4,0.06,6.0,0.23039999999999997
1639,10.4,0.065,6.78,0.2708499999999999
1638,10.4,0.07,5.76,0.23184999999999992
1637,10.4,0.075,6.96,0.31015
1636,10.4,0.08,8.31,0.4168
1635,10.4,0.085,6.72,0.3306
1634,10.4,0.09,7.8,0.4183
1633,10.4,0.095,6.96,0.38959999999999995
1632,10.4,0.1,7.5,0.44910000000000005
1631,10.4,0.125,7.43,0.50915
1630,10.4,0.15,8.18,0.6661999999999999
1629,10.4,0.175,8.12,0.7294999999999999
1628,10.4,0.2,7.6,0.778
1627,10.4,0.225,6.58,0.7190000000000001
1626,10.4,0.25,7.1,0.8684499999999999
1625,10.4,0.275,6.68,0.8885
1624,10.4,0.3,6.33,0.88865
1623,10.4,0.325,6.3,0.9286500000000001
1622,10.4,0.35,5.84,0.9192000000000001
1621,10.4,0.375,5.79,0.9680500000000001
1620,10.4,0.4,5.62,0.97935
1619,10.4,0.425,5.39,0.9893000000000001
1618,10.4,0.45,5.1,0.9690000000000001
1617,10.4,0.475,5.02,0.9690000000000001
1616,10.4,0.5,4.79,0.9989500000000001
1615,10.4,0.525,4.62,0.9597999999999999
1614,10.4,0.55,4.57,0.9895500000000002
1613,10.4,0.575,4.51,0.97985
1612,10.4,0.6,4.31,0.9993500000000001
1611,10.4,0.625,4.2,0.9995
1610,10.4,0.65,4.05,0.9996
1609,10.4,0.675,3.8,0.9797
1608,10.4,0.7,3.86,0.9997
1607,10.4,0.725,3.81,0.9998000000000001
1606,10.4,0.75,3.79,0.9896
1605,10.4,0.775,3.63,0.9995500000000002
1604,10.4,0.8,3.55,0.9998
1603,10.4,0.825,3.47,0.9996
1602,10.4,0.85,3.47,0.9999000000000001
1601,10.4,0.875,3.31,0.99965
1600,10.4,0.9,3.3,0.9997
1599,10.4,0.925,3.14,0.9995999999999999
1598,10.4,0.95,3.22,0.99965
1597,10.4,0.975,3.16,0.9995999999999999
1596,10.4,1.0,3.1,0.9997499999999999
1595,10.6,0.0,1.0,0.004999999999999999
1594,10.6,0.005,1.05,0.0052499999999999995
1593,10.6,0.01,1.15,0.0059
1592,10.6,0.015,1.12,0.005750000000000001
1591,10.6,0.02,1.29,0.007350000000000001
1590,10.6,0.025,1.66,0.015599999999999996
1589,10.6,0.03,2.1,0.026249999999999992
1588,10.6,0.035,2.63,0.04519999999999997
1587,10.6,0.04,4.05,0.094
1586,10.6,0.045,3.41,0.08424999999999999
1585,10.6,0.05,5.11,0.1535
1584,10.6,0.055,5.57,0.1906499999999999
1583,10.6,0.06,4.68,0.1537
1582,10.6,0.065,6.18,0.2502999999999999
1581,10.6,0.07,5.97,0.25075
1580,10.6,0.075,6.06,0.2618
1579,10.6,0.08,6.95,0.32104999999999995
1578,10.6,0.085,6.21,0.31899999999999995
1577,10.6,0.09,7.84,0.40909999999999996
1576,10.6,0.095,7.52,0.42795
1575,10.6,0.1,7.76,0.44904999999999995
1574,10.6,0.125,8.86,0.62845
1573,10.6,0.15,8.07,0.63805
1572,10.6,0.175,7.93,0.7188999999999999
1571,10.6,0.2,7.13,0.7289500000000001
1570,10.6,0.225,7.99,0.8876999999999999
1569,10.6,0.25,6.97,0.83875
1568,10.6,0.275,6.75,0.9081999999999999
1567,10.6,0.3,6.5,0.8980999999999999
1566,10.6,0.325,6.35,0.9590000000000001
1565,10.6,0.35,6.17,0.9586
1564,10.6,0.375,5.71,0.9493
1563,10.6,0.4,5.46,0.9393
1562,10.6,0.425,5.44,0.9593
1561,10.6,0.45,5.13,0.9790000000000001
1560,10.6,0.475,4.92,0.9689500000000001
1559,10.6,0.5,4.7,0.97935
1558,10.6,0.525,4.87,0.9993000000000001
1557,10.6,0.55,4.46,0.9994999999999998
1556,10.6,0.575,4.51,0.99905
1555,10.6,0.6,4.29,0.9994
1554,10.6,0.625,4.17,0.9697999999999999
1553,10.6,0.65,4.04,0.9997999999999999
1552,10.6,0.675,3.94,0.9997499999999999
1551,10.6,0.7,3.86,0.99945
1550,10.6,0.725,3.65,0.9897000000000001
1549,10.6,0.75,3.7,0.9997500000000001
1548,10.6,0.775,3.67,0.9997500000000001
1547,10.6,0.8,3.53,0.9997
1546,10.6,0.825,3.51,0.9996
1545,10.6,0.85,3.53,0.9997499999999999
1544,10.6,0.875,3.41,0.9994999999999998
1543,10.6,0.9,3.29,0.9997
1542,10.6,0.925,3.2,0.9997499999999999
1541,10.6,0.95,3.23,0.9999000000000001
1540,10.6,0.975,3.15,0.9997999999999999
1539,10.6,1.0,3.17,0.99965
1538,10.8,0.0,1.0,0.004999999999999999
1537,10.8,0.005,1.01,0.005049999999999999
1536,10.8,0.01,1.12,0.005699999999999999
1535,10.8,0.015,1.12,0.005699999999999999
1534,10.8,0.02,1.16,0.006200000000000001
1533,10.8,0.025,1.16,0.006100000000000001
1532,10.8,0.03,1.97,0.025949999999999987
1531,10.8,0.035,2.53,0.046099999999999974
1530,10.8,0.04,3.09,0.06414999999999998
1529,10.8,0.045,4.15,0.11319999999999998
1528,10.8,0.05,5.27,0.1634999999999999
1527,10.8,0.055,5.21,0.18044999999999992
1526,10.8,0.06,5.42,0.20189999999999994
1525,10.8,0.065,4.49,0.15319999999999998
1524,10.8,0.07,5.09,0.20244999999999994
1523,10.8,0.075,6.92,0.3194499999999999
1522,10.8,0.08,6.73,0.31949999999999995
1521,10.8,0.085,7.16,0.3405499999999999
1520,10.8,0.09,8.37,0.449
1519,10.8,0.095,6.76,0.37079999999999996
1518,10.8,0.1,7.09,0.40884999999999994
1517,10.8,0.125,8.24,0.5683
1516,10.8,0.15,7.72,0.6192000000000001
1515,10.8,0.175,7.6,0.7077000000000001
1514,10.8,0.2,7.26,0.73785
1513,10.8,0.225,7.79,0.8680499999999999
1512,10.8,0.25,6.76,0.8287499999999999
1511,10.8,0.275,6.72,0.8984000000000001
1510,10.8,0.3,6.49,0.9185499999999999
1509,10.8,0.325,6.41,0.94875
1508,10.8,0.35,5.75,0.9192
1507,10.8,0.375,5.64,0.9492500000000001
1506,10.8,0.4,5.58,0.9685000000000001
1505,10.8,0.425,5.41,0.949
1504,10.8,0.45,5.27,0.9693999999999999
1503,10.8,0.475,4.97,0.9993
1502,10.8,0.5,4.78,0.9891
1501,10.8,0.525,4.81,0.9895999999999999
1500,10.8,0.55,4.46,0.9891
1499,10.8,0.575,4.46,0.9995499999999999
1498,10.8,0.6,4.35,0.9993500000000001
1497,10.8,0.625,4.14,0.9995499999999999
1496,10.8,0.65,4.04,0.9897500000000001
